 Mean of the integrated profile, Standard deviation of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
123.9140625,53.31276045,-0.403105262,1.614548495,11.4873607,163.9477371,0
103.0390625,44.97662628,0.761125508,2.02006689,9.879917865,116.7210669,0
86.3125,44.03811382,0.437271542,1.360367893,13.8671164,246.5188064,0
107.84375,41.06634067,1.204060687,2.91638796,7.901162359,82.17929876,0
117.3359375,53.79232016,-0.544381902,4.212374582,6.658335798,46.98928456,0
97.9453125,43.38171933,1.133683571,98.51003344,-0.052706793,-1.700517497,0
72.1875,44.78642896,1.868594118,51.72408027,1.173436443,-0.14022268,1
166.3671875,40.65996017,1.372401012,3.906354515,7.702301453,68.32394084,0
124.2421875,53.64957859,-0.407546779,1.071906355,17.31939298,385.1014122,0
115.7109375,52.86674763,-0.154573731,2.492474916,9.525235951,117.7281552,0
140.8828125,41.7272807,0.465541094,2.647157191,9.467549366,116.8135176,0
135.7265625,53.16082834,-0.221935318,2.006688963,9.833845455,105.6645691,0
37.6640625,39.51290876,13.13504707,7.785117057,5.014885742,29.18375371,1
107.9375,57.45171206,-0.372142067,2.495819398,8.755066479,82.7960115,0
107.2578125,45.41720594,0.414778729,3.010033445,8.221611785,78.34335723,0
123.7734375,55.18027484,-0.286701399,4.182274247,6.94701585,54.69640371,0
112.0546875,52.67327189,-0.380531784,89.73578595,0.192151498,-1.824854403,0
113.765625,50.23343701,0.065312604,2.177257525,10.25071805,134.2104804,0
108.96875,44.59258933,0.47540891,2.467391304,9.229456924,107.5882864,0
147.875,58.66350015,-0.30883674,11.14715719,3.614757268,12.83132104,0
140.46875,51.74032783,-0.279004387,5.005852843,6.495050864,43.50545491,0
138.953125,50.66477749,-0.222009483,4.272575251,6.084865801,39.00294198,0
132.40625,51.67195768,-0.333091028,6.320234114,5.204803314,28.80174601,0
137.8046875,50.83829428,-0.299780852,7.118729097,5.400140483,31.65353051,0
95.5,42.38513891,1.913962707,13.12876254,3.630032072,11.24411854,0
117.4140625,49.87523925,-0.245362272,3.836120401,6.516294821,46.16098612,0
81.7109375,37.31059508,2.498071573,0.971571906,16.12443437,311.1461186,0
130.921875,53.92205158,-0.479785383,3.859531773,8.091708967,71.40279504,0
117.5390625,47.73296528,-0.150653604,1.060200669,14.17637248,208.2780851,0
126.9375,41.6932155,0.479897222,1.330267559,12.56090166,204.1088787,0
104.3125,36.73889075,1.966870265,2.821070234,8.624514317,81.25885728,0
158,70.64059562,-0.703953585,1.06187291,16.64169541,287.8298012,0
128.4140625,54.06080595,-0.355371071,3.392976589,7.587243274,57.8372673,0
89.96875,36.73999385,2.224200922,2.116220736,9.801239231,0,0
101.390625,46.7807777,0.480397361,4.326923077,7.457835468,64.66292565,0
57.1171875,33.44879975,13.61856663,5.847826087,6.035006112,36.50005897,1
99.4296875,42.17331865,0.875581401,1.870401338,10.97599893,129.9305222,0
113.9140625,46.45461955,0.123506818,4.049331104,7.235117196,57.26755944,0
118.640625,41.19707483,0.34109055,0.548494983,22.53127005,593.9793371,0
150.8828125,50.41075361,-0.042943095,8.158026756,4.768462151,22.81784374,0
112.078125,52.96219309,-0.363595904,3.947324415,7.704955804,65.80680244,0
111.7890625,47.27655543,0.06951313,1.64632107,11.82469446,147.1324419,0
108.5,52.94085733,-0.269748206,2.214046823,10.20057051,119.4367186,0
81.890625,43.73021595,3.066019135,11.89882943,3.792163135,14.48240675,1
119.3125,45.54938083,0.21364011,0.411371237,24.20473973,631.405525,0
98.359375,46.30178425,0.182466129,0.837792642,16.94832782,305.536961,0
133.671875,47.84628861,-0.063470228,1.092809365,14.39557514,213.4112183,0
113.8046875,46.68863931,0.350060131,1.18645485,14.03355171,235.7900915,0
117.515625,50.45790083,0.029154918,1.383779264,11.96943871,155.2941978,0
135.046875,51.67368458,-0.207499392,2.147157191,10.08561676,152.5857506,0
86.4921875,37.44120309,2.538329706,2.81270903,8.103745076,80.52050411,0
92.7734375,47.72188551,1.361122525,43.40050167,1.405874814,0.430680187,1
128.3515625,45.3361731,0.31270953,1.745819398,11.10284727,150.9987676,0
126.1953125,45.2275598,0.17125582,3.724080268,6.803778518,48.59627515,0
94.3359375,38.64184045,1.308057594,1.069397993,17.15877848,380.4633001,0
74.453125,36.83045177,3.315108,1.469063545,12.27231821,0,0
113.7421875,50.46119271,0.018053078,4.705685619,6.457807487,43.55149352,0
95.9140625,38.90794973,1.278809355,0.990802676,18.22715229,433.7960636,0
118.6640625,48.73994726,-0.082263703,2.649665552,8.510619006,100.0135431,0
111.9765625,46.13185329,0.734632732,2.029264214,10.4521621,123.1906171,0
111.1015625,51.90328142,-0.020184763,1.821070234,10.3503568,133.4890801,0
101.7109375,45.13160484,0.316490633,0.892140468,17.10362739,343.2446602,0
142.9765625,49.16688177,0.012798294,2.523411371,8.978111982,100.8134741,0
111.0859375,38.69250318,1.287524951,3.897157191,6.543419575,48.11960738,0
135.28125,44.19752141,-0.138744159,5.476588629,5.687787579,32.98404119,0
108.15625,48.67902486,0.212339513,3.315217391,7.442611136,64.14476583,0
111.640625,50.11981494,-0.41402209,4.302675585,6.179571184,0,0
136.515625,49.75957577,-0.171033781,4.2090301,6.637462477,45.40270289,0
134.453125,45.5264105,-0.3655176,2.369565217,9.279926163,117.8230615,0
143.9765625,48.33015765,0.150213127,2.117892977,10.78190809,178.2983173,0
151.9453125,45.38348898,0.468665923,3.380434783,7.22825123,55.67498253,0
128.15625,46.89690113,-0.005819915,4.193979933,6.451755484,46.48663173,0
87.4296875,62.669356,-0.113678614,1.334448161,13.49709956,199.5401832,0
122.2578125,51.27228877,-0.179271177,6.639632107,5.113846394,27.31654984,0
102.65625,39.31253726,1.46064753,2.157190635,9.898550495,131.0589314,0
56.734375,49.19690736,4.848252368,24.4506689,2.364656521,4.773116366,1
144.3671875,42.95871403,0.622874332,2.948996656,8.127778369,80.30558495,0
126.2265625,57.31140468,-0.617176245,3.137123746,8.147171157,77.31170527,0
98.6171875,44.17775195,0.478924989,3.31187291,8.045018503,67.99126599,0
126.3515625,47.957271,0.265195008,1.701505017,10.66418444,137.4563605,0
129.75,47.05664804,-0.101504382,1.56187291,11.22034009,139.592614,0
82.203125,44.42257298,0.633961756,2.43812709,8.907698488,110.5752146,0
84.453125,40.02340319,2.201713999,2.258361204,10.12614026,121.9015919,0
87.203125,37.50569944,2.066137417,0.961538462,15.30996484,251.3433504,0
112.0546875,48.60415823,-0.129581078,44.35702341,1.205706332,-0.491311552,0
122.65625,51.11421608,-0.244208706,2.316053512,9.348372274,110.6686823,0
131.3515625,49.14465094,-0.074690499,3.29264214,8.201679677,72.70454695,0
132.515625,51.12316384,-0.290893308,3.505852843,7.022261329,57.73099907,0
82.2265625,37.47003279,2.478419494,4.815217391,6.026268593,37.43123663,0
125,45.84348372,0.267231587,1.014214047,16.62907679,360.5534179,0
138.703125,52.53516075,-0.456275165,3.851170569,6.32552125,49.28256021,0
113.15625,39.63316901,1.663129775,5.757525084,5.682964701,32.22468042,0
122.640625,51.19199986,-0.333959472,1.894648829,10.48643507,149.6734567,0
145.8515625,44.79224435,0.217525923,5.22826087,6.000127441,37.37177524,0
120.96875,56.45157459,-0.5908195,5.939799331,5.230817843,28.63102166,0
117.8984375,44.92612684,1.108855452,7.095317726,4.732627183,24.49013592,0
82.1640625,35.07665208,4.238586499,15.2826087,2.930924615,7.414035254,0
114.3203125,55.00098488,-0.507298239,1.525919732,15.05876428,259.2688041,0
93.3828125,41.07788355,1.190951871,1.801003344,11.88693487,195.5749589,0
117.8359375,53.16524613,-0.358588237,1.821070234,10.76259828,150.6020012,0
121.3359375,50.6157827,-0.039742082,2.424749164,8.746258663,89.09272651,0
101.5703125,31.67305726,3.841251569,2.590301003,8.517613103,102.8272689,0
139.59375,43.50708231,0.773024079,89.39381271,-0.071035959,-1.921266059,0
130.765625,53.3402235,-0.163532815,7.643812709,4.999297681,25.59309033,0
136.078125,45.36838956,0.205200849,5.12458194,5.870592806,34.68040707,0
95.0390625,43.70200981,0.933803193,4.948160535,5.588270916,36.63071975,0
107.6484375,52.50261747,-0.456953825,3.284280936,7.032090749,63.20745689,0
152.3203125,51.33665442,-0.214226608,0.775919732,17.63651956,0,0
135.6171875,50.71013229,-0.25104022,1.47993311,11.53907321,139.2826352,0
111.6171875,41.33459528,0.653560205,2.352842809,8.468793329,0,0
136.65625,45.46331583,0.401621844,2.280936455,10.20653802,123.2383654,0
114.9609375,47.38166219,0.058602053,16.96822742,2.59808252,5.503013072,0
92.7109375,50.13141361,1.43453526,11.52090301,3.568839975,12.3431203,1
111.8359375,42.79434421,0.935002315,1.553511706,11.37941696,140.004468,0
110.59375,50.75714813,-0.415347091,2.93645485,7.58404583,70.64036309,0
121.921875,52.64631536,-0.28414314,2.227424749,10.09580047,130.7173256,0
138.28125,56.5635618,-0.341407951,2.821070234,8.429256986,77.19177508,0
118.5,50.95310344,-0.19899139,208.6295987,-2.526429634,6.203674068,0
99.8515625,45.87774001,0.484693408,1.272575251,12.56795149,187.1229937,0
77.0234375,44.50675244,2.605826138,7.808528428,5.181513792,26.51027772,1
139.0234375,59.96202768,-0.713381389,27.37207358,2.144201215,2.88462045,0
128.234375,56.2064393,-0.844584547,2.87458194,9.080948457,86.5371977,0
152.75,54.83839896,-0.371996532,2.709866221,9.565134469,104.0034427,0
144.0078125,57.15637761,-0.400150418,6.251672241,5.574107038,32.55106836,0
107.171875,56.50706667,-0.353202237,2.852842809,8.804500361,85.04018548,0
109.5625,36.62622652,1.814581705,5.351170569,5.864311475,38.50241331,0
105.5234375,76.08680947,-1.022955053,23.8770903,1.759258015,2.575359396,0
134.9140625,53.33869189,-0.554957267,4.455685619,6.228566407,39.1519456,0
103.3828125,49.34019677,0.148806184,2.768394649,9.080319672,101.2039608,0
37.484375,42.82358148,11.1104865,1.466555184,13.28380171,0,1
140.265625,55.6277365,-0.376689839,13.39799331,3.240783541,0,0
117.5546875,59.8044742,-0.563010283,2.489966555,9.505290735,123.566705,0
104.046875,47.2732845,0.093056486,3.311036789,6.98310784,59.41675968,0
98.078125,50.43306352,0.641073274,0.91722408,18.28692566,417.3314348,1
131.1171875,55.65583711,-0.533686621,1.102842809,15.44822208,308.5780288,0
98.8671875,48.17146638,0.41102218,1.485785953,12.20201639,147.7522808,0
136.6171875,48.37760347,-0.053703182,0.872073579,19.92900695,489.1868426,0
132.3984375,48.2961793,0.022783604,1.826923077,10.73325088,116.8001432,0
97.8671875,47.40852559,0.406143437,2.488294314,9.249479994,102.0549879,0
74.859375,35.96151032,3.50854579,1.804347826,10.52210211,121.2028017,0
133.078125,43.49005083,0.488896579,2.276755853,9.120845475,103.8768711,0
120.8671875,52.38206562,-0.550207297,4.116220736,7.2367639,53.75751126,0
126.328125,50.7498629,-0.291986506,1.867056856,11.48218642,158.4916353,0
57.09375,39.25486385,9.069668714,5.211538462,6.038938618,37.19579402,1
126.359375,53.57073804,-0.254933271,2.063545151,9.395288892,119.5040394,0
110.859375,51.92267905,-0.423584685,1.974916388,11.30230747,192.7153319,0
103.859375,47.13374163,-0.043574911,2.526755853,8.620333279,98.50962069,0
102.8984375,48.01136582,0.994825711,5.56187291,5.557416554,32.20180283,0
105.328125,45.19940358,0.163934206,7.846153846,4.774165516,21.96326897,0
94.203125,43.60285243,0.622287055,1.594481605,12.63088639,221.2272068,0
99.1015625,49.71981494,0.773812014,5.194816054,5.744288753,34.9571191,0
132.578125,49.2848242,0.160682327,1.600334448,12.11768735,205.2055046,0
85.421875,40.9633238,3.822059343,14.96070234,3.179577139,8.903374507,1
125.9140625,48.31230229,0.097589999,3.456521739,6.755984432,53.50351426,0
106.1015625,44.8284647,0.132670083,1.570234114,11.661205,161.3871241,0
103.75,37.77834201,1.273834515,1.073578595,16.15230496,346.4586812,0
143.2890625,48.59882849,0.167773162,2.950668896,9.274534748,91.43632134,0
105.8359375,37.81095603,1.982179202,1.642976589,10.83529863,126.6374769,0
148.3828125,51.200757,-0.50223559,1.408026756,12.5121354,201.1278905,0
112.4453125,37.43010332,0.992419885,2.56270903,8.447783663,93.32449521,0
108.625,49.37879732,0.545145604,2.673076923,8.554329114,82.76813766,0
110.578125,50.3761801,-0.068180199,1.850334448,10.8946755,137.7391877,0
128.4375,56.70341563,-0.550446851,0.535953177,25.28186372,733.9610293,0
120,50.49613228,-0.233144862,2.632107023,8.064314668,67.73302766,0
121.203125,44.8820258,0.107380908,0.668060201,19.00446956,373.8035199,0
77.0703125,39.00063773,6.372177552,38.51755853,1.589513212,1.285345583,1
26.421875,28.35478613,45.38364068,59.00752508,1.452547751,1.756034769,1
94.8828125,38.39527581,1.854358899,1.955685619,10.47962285,153.6130293,0
130.1484375,51.13265374,-0.265173104,3.971571906,7.022260056,57.86820879,0
132.6484375,51.44544894,0.328523194,1.934782609,9.767210373,114.9373322,0
99.8984375,37.88156706,2.277034995,1.005852843,16.7361914,359.4809152,0
107.453125,37.34276607,1.426685594,1.72993311,10.83564068,119.811072,0
135.0703125,51.92726036,0.134123446,3.796822742,7.440261713,68.02060607,0
102.765625,43.57473544,0.453266692,1.913879599,10.22162088,116.6067604,0
105.0234375,45.65075726,0.59663045,2.565217391,8.97853427,98.2443327,0
137.390625,50.75126759,-0.042913167,0.877926421,17.73002552,392.1233042,0
8.84375,31.63276523,36.91478672,112.4113712,0.350133387,-1.063705658,1
131.6171875,39.61457298,0.745365076,117.6145485,-0.644043348,-1.471082332,0
118.203125,56.37685132,-0.734093041,126.7892977,-0.975561822,-0.915136066,0
101.6875,48.57078436,0.083727716,1.387123746,12.85748418,206.7722165,0
116.109375,50.37689735,-0.117750652,3.690635452,8.12412238,80.6923632,0
129.546875,52.67513339,-0.520639034,2.119565217,10.5084337,143.2582735,0
134.1640625,55.57213462,-0.455453903,4.537625418,6.162869107,44.16357704,0
119.390625,40.34349281,0.314198728,4.08277592,6.722122718,47.87803954,0
142.09375,54.83005527,-0.175121636,3.569397993,7.673749246,65.43624022,0
115.875,46.07195459,0.108238716,3.52173913,7.151723994,55.85660271,0
125.5703125,49.72073316,-0.177736159,6.440635452,5.437938063,29.46260634,0
109.90625,45.67385013,0.76364662,1.857859532,10.74299421,158.4212208,0
141.1875,39.60937192,0.997104608,2.731605351,8.826834558,85.66471835,0
118.578125,49.49457189,0.022198334,1.510033445,13.51394943,250.9261996,0
49.5078125,32.68887332,21.62398957,48.05852843,1.482984887,0.893826632,1
131.0234375,48.47284434,0.06424778,2.822742475,8.46656374,82.51341058,0
137.8203125,43.04347976,0.45719886,1.586120401,11.31013456,137.8610392,0
125.5625,49.52110503,-0.246189947,5.627090301,5.734024817,34.45066566,0
103.84375,46.01722461,0.203181981,2.518394649,8.620264426,81.56750155,0
92.8671875,35.38766803,2.469954248,3.501672241,6.791857884,62.72734703,0
124.4375,48.32923384,-0.292796055,2.54264214,8.660122953,105.4891238,0
138.0859375,46.80962564,0.178088568,2.309364548,9.428068706,101.0266461,0
117.5390625,54.80076162,-0.521094017,0.962374582,16.02735382,281.9660323,0
132.75,41.85951206,0.64769231,1.045150502,14.03408563,0,0
130.984375,50.8806791,-0.104741057,6.52090301,5.297443955,28.54182418,0
61.7265625,50.89430144,4.613956303,7.137123746,5.202977927,27.79875759,1
136.5,50.22729587,-0.184648577,3.838628763,7.320364523,59.91720072,0
105.2421875,45.73561012,0.516394798,1.597826087,11.72166042,153.7882789,0
155.2578125,50.11241209,0.007704572,3.563545151,7.9421765,78.1871762,0
128.7421875,52.27066668,-0.01913178,2.394648829,9.22140455,107.12427,0
75.1015625,35.11918098,8.981400545,20.89464883,2.580942125,5.568507205,1
119.7578125,44.44497056,0.759060947,1.776755853,10.85252257,126.0287972,0
119.3125,47.29821449,0.275694261,3.325250836,7.40122619,68.32711084,0
114.5703125,46.23068576,0.394127341,2.967391304,8.355472297,83.33132387,0
90.84375,39.8623486,1.464542969,5.64632107,5.044536586,27.44633073,0
142.8671875,51.37505643,-0.118475581,7.281772575,5.092862765,25.06283316,0
111.0078125,40.56871025,1.666077082,2.827759197,8.04203063,84.55699414,0
141.8671875,48.05699271,-0.204139332,2.316053512,8.696373396,97.72343983,0
128.390625,54.43979392,-0.566704925,2.672240803,9.119079332,102.3013386,0
93.5390625,44.24221371,0.529077903,1.005016722,15.39346439,0,0
123.9921875,44.07247158,0.029553587,1.100334448,15.50767061,253.9728219,0
85.984375,34.26618787,3.50930825,2.556020067,8.405033071,76.61561098,0
119.2421875,56.07845315,-0.496484337,3.156354515,7.748657349,76.1954518,0
124.8125,48.19179618,0.014006738,0.282608696,32.19858411,1072.957979,0
102.390625,46.00954968,1.14041869,3.275919732,7.420476484,60.46893597,0
100.4921875,45.3083181,0.248548967,2.45735786,8.740900002,103.7965809,0
80.8515625,42.48438865,4.155505222,18.74331104,2.858017126,7.055142648,1
112.7890625,48.749143,-0.020146361,4.357859532,6.899840384,48.05085979,0
78.4609375,37.63224647,2.51642616,2.241638796,8.768598663,85.6935325,0
137.5,37.16517187,1.245371225,3.239130435,8.179860132,68.01979216,0
104.5859375,48.76370438,1.745402654,43.05685619,1.392848367,0.56421615,0
129.0625,50.6437851,0.033600759,3.592809365,7.138058906,54.55024618,0
104.1015625,36.70146452,1.599069602,2.302675585,9.515597785,121.5617523,0
92.46875,37.78949455,2.055608449,0.864548495,15.35544717,256.4241567,1
80.1484375,37.09491412,2.408713702,2.423076923,8.965977545,87.67688646,0
125.546875,43.04283103,0.290817897,4.964882943,6.285218757,45.6872032,0
87.0703125,38.08998055,2.437318676,1.464882943,13.90631847,263.5604499,0
160.5703125,55.53091532,0.053377382,167.4122074,-1.039201787,1.88801637,0
138.4140625,50.63588268,0.281909753,2.134615385,10.1402777,133.9998979,0
110.21875,45.67205408,0.402540677,2.134615385,9.870973132,108.6518136,0
112.4765625,58.97112175,-0.677985234,3.253344482,8.181099038,82.64455113,0
102.6640625,48.71541679,0.203373236,1.725752508,11.07803688,137.4626716,0
92.6953125,40.76754963,1.112674151,0.998327759,14.97948287,247.9089992,0
137.078125,42.91991259,0.121366484,37.15802676,1.623415939,0.845355053,0
119.9765625,45.20119344,0.319012872,4.318561873,6.379646907,44.96805146,0
131.6484375,50.25491112,0.085276723,0.213210702,34.53984419,1191.000837,0
132.0078125,50.33411742,-0.321938941,2.164715719,10.8574594,0,0
110.265625,42.39610175,0.969407829,2.362040134,9.861679956,122.1684104,0
113.125,42.5422584,0.483429766,2.27090301,9.663599783,111.0802507,0
163.0078125,41.52098417,0.919535283,6.090301003,5.352027589,30.06826881,0
118.765625,46.383504,0.27872968,2.753344482,8.807768459,75.89038853,0
107.9765625,41.39132322,0.687591954,2.784280936,8.066678035,89.2944149,0
95.765625,37.21694934,1.494613764,4.908026756,6.087060381,41.49961829,0
130.8046875,45.93610688,-0.118586736,3.893812709,6.895456365,55.96095373,0
133.4375,55.67480214,-0.612488412,1.651337793,11.20794102,157.5869616,0
119.0625,48.92688263,-0.000582678,1.211538462,13.4955299,188.7207712,0
110.09375,49.86018538,0.023331743,2.867056856,9.45823768,104.6663224,0
135.9375,41.73891133,0.389098105,22.35702341,2.125620536,3.193600658,0
106.4609375,43.42952307,0.378525637,2.362040134,9.081866881,90.15007253,0
130.921875,54.6087804,-0.393521033,2.565217391,8.447488171,88.02420954,0
132.859375,44.25895643,1.197464835,2.719899666,9.826224161,105.3538119,0
113.515625,47.44157334,-0.000778493,0.415551839,26.26787395,760.2654252,0
117.1875,47.06739682,0.449794713,3.18729097,8.665880567,86.4124481,0
110.2734375,52.21690262,-0.218648333,2.420568562,9.334918905,121.7696645,0
126.2578125,50.73695123,-0.453287087,3.037625418,8.545733956,79.30210209,0
109.203125,50.47405883,-0.23691915,1.494147157,12.40858592,210.1418619,0
125.40625,44.52342036,0.210728965,13.76003344,3.174269187,8.821572197,0
107.7890625,48.5410027,0.178507337,1.954849498,9.891965981,105.9037533,0
126.6328125,64.45563774,-0.796270961,34.98494983,1.662888315,1.462805762,0
136.515625,55.60814132,-0.541867485,4.467391304,6.58524628,47.1217606,0
109.828125,51.30562673,-0.05692356,1.574414716,11.8089378,179.2747478,0
103.484375,50.26771833,-0.165757259,2.614548495,8.410124683,94.00290138,0
127.0234375,50.84312036,0.031692416,4.532608696,7.405016194,59.0834081,0
110.6484375,48.93803318,0.099172528,2.128762542,11.36908626,165.5236652,0
105.5546875,48.25434057,0.301907134,0.719899666,18.88962216,427.7396167,0
99.4296875,37.00647823,1.821466571,5.204013378,6.022441921,36.89268893,0
140.3671875,54.92635284,-0.480938837,2.383779264,9.214811583,96.88016449,0
96.8203125,36.83863325,2.073837817,2.630434783,8.574218055,84.52488334,0
143.453125,51.03382141,-0.048025219,1.37541806,13.53058573,244.3692431,0
131.5,51.24710358,-0.389626491,3.093645485,8.719683507,82.06794487,0
114.5859375,42.58879095,0.131177705,2.066889632,10.07262292,126.926796,0
138.3515625,45.32859022,0.493941646,1.238294314,14.74800271,0,0
133.140625,43.70618062,0.232394346,2.091973244,9.821958486,131.5210335,0
96.3671875,43.14127792,0.569513031,2.816889632,8.552782935,87.72310617,0
108.1875,46.96819902,0.21733415,27.2541806,1.991531,2.333172178,0
117.2890625,48.65425732,-0.258972302,2.140468227,9.684258466,97.03240618,0
125.2734375,49.82198229,-0.169886405,7.195652174,4.820585521,23.66429515,0
123.5703125,53.05475998,-0.398792586,16.39046823,2.999405348,7.72303085,0
121.0703125,55.25129857,-0.432372411,25.04180602,2.524630554,4.395827163,0
120.046875,50.48682677,-0.524891659,3.170568562,7.529901374,72.4206622,0
114.296875,43.4932393,0.422878957,1.433110368,13.50788032,252.3253882,0
111.2578125,48.31718866,0.40104178,2.066053512,9.871660876,134.6116051,0
104.0234375,47.42320517,0.154629769,3.62541806,6.802878615,52.76562102,0
106.6953125,50.28458987,-0.242879758,1.524247492,11.5651586,162.0239901,0
17.671875,29.86770554,38.32876428,49.28093645,1.370528004,1.24061254,1
119.921875,47.1196299,0.15596152,1.712374582,12.13914794,172.6504247,0
128.9609375,53.15960672,-0.465719549,2.246655518,10.39466133,147.1730825,0
131.2265625,44.77202929,0.087829809,1.836956522,11.10415778,0,0
129.1484375,45.24362694,0.292498531,1.206521739,13.70113457,205.1358065,0
107.9453125,48.26397281,0.182940879,2.918060201,7.394589309,61.5471598,0
78.125,35.32262023,3.710627948,3.005016722,8.010641112,83.69941769,0
141.5859375,52.15249984,-0.336719353,1.440635452,12.21922486,175.4697118,0
103.9765625,45.07623141,0.445232913,1.441471572,12.5371628,172.9881479,0
90.3359375,44.2945181,0.472682426,19.2867893,2.597692703,5.612991902,0
94.2421875,38.08866016,1.629228636,0.897157191,15.77892784,277.5045073,0
145.7265625,43.28912877,0.277704382,2.811036789,8.405952401,80.91351871,0
102.2890625,38.79637393,1.355040639,1.2909699,13.08295886,187.4166093,0
108.2890625,51.48409226,-0.229348321,2.826086957,7.704806263,76.69292895,0
114.328125,50.15368714,-0.238693414,1.004180602,15.63374589,268.1799761,0
80.4296875,35.65868662,3.411963798,1.344481605,13.84606286,244.3328676,0
92.2734375,48.09913507,0.152138346,1.70819398,11.06239072,136.0129815,0
122.796875,38.52847149,0.930405025,3.491638796,7.444853685,59.85028954,0
101.1015625,34.23376436,2.569163774,1.825250836,10.21015632,110.3612156,0
118.21875,47.47893242,-0.054545769,1.595317726,11.06650472,145.1556489,0
79.265625,43.80059296,2.446096976,1.632943144,12.02413391,172.7912567,0
132.0703125,46.82333546,-0.025416566,3.190635452,8.178961912,76.12225136,0
96.2109375,40.76220146,1.207000811,2.524247492,9.159339611,102.1346966,0
107.9140625,37.32940935,1.580897871,3.927257525,6.711611127,46.22259045,0
95.5,41.92664725,1.195518333,2.980769231,8.031521163,70.54087673,0
105.78125,40.56494359,1.105309823,4.131270903,6.822781682,53.56350639,0
92.5703125,36.13531072,2.10538453,5.688963211,5.224111855,29.32918926,0
111.734375,42.34133699,0.626147676,4.932274247,6.503427075,43.90227971,0
113.984375,35.78516286,2.124048124,4.449832776,6.221214674,40.81954735,0
115.703125,51.5640317,-0.194538561,80.59448161,0.294188937,-1.783043921,0
133.4609375,46.18490391,0.340551304,141.2901338,-0.711467595,-1.225433176,0
132.6328125,51.81123658,-0.026442408,2.415551839,9.579030745,103.2228079,0
115.6015625,40.13733063,1.074372539,3.810200669,7.479347035,65.26073689,0
107.15625,48.91214022,-0.066388501,2.806020067,9.858529587,107.8661829,0
88.1875,36.98284019,2.029933088,2.944816054,8.077930099,75.33928043,0
109.9609375,33.65017699,2.555754984,2.298494983,9.056483048,97.63831841,0
121.296875,51.07399035,-0.178420618,2.064381271,10.23916292,149.4958233,0
109.9765625,51.2679031,0.239053166,1.304347826,12.82115102,181.6579789,0
114.8125,45.74893271,0.684705385,1.943143813,10.26816208,113.4797653,0
77.3125,39.07939635,2.158130671,1.785953177,11.05044092,168.2536431,0
130.5859375,50.8548067,-0.525115149,7.607859532,4.977692129,24.37546803,0
145.203125,47.11992005,-0.004408494,1.382943144,13.31216417,230.1878475,0
7.0625,33.6288915,34.93484417,111.8444816,0.813399064,-0.126617647,1
19.03125,33.35414552,30.53455456,66.80602007,1.180934251,1.31928722,1
121.515625,56.70138121,-0.378918787,2.831103679,7.803411722,82.44600034,0
128.0546875,60.69085452,-0.688902718,13.55100334,3.364178468,10.0953513,0
125.3046875,49.94787261,-0.068938536,1.628762542,12.26239432,195.9214395,0
101.0703125,41.78800359,0.724062162,1.368729097,12.00367355,174.460326,0
139.5,50.12063572,-0.185835053,1.617892977,10.79623543,129.9821394,0
22.96875,28.21013157,47.96902735,127.3377926,-0.205904946,-1.154987786,1
119.515625,59.76607843,-0.637753768,4.064381271,6.95421904,54.83707941,0
120.234375,44.20627861,0.006258424,2.739966555,8.554551701,75.71739963,0
123.8359375,49.15819129,-0.263380959,1.088628763,14.08915609,205.2213358,0
125.25,45.49089882,0.269036113,9.464046823,4.272119925,19.85502886,0
120.9765625,36.10692992,1.542149603,2.834448161,8.453451982,86.51553787,0
131.1796875,48.39267016,-0.063301329,5.816889632,5.723191936,34.22910648,0
122.4765625,41.54947443,0.984387061,3.428929766,7.669262971,61.49419834,0
150.796875,42.92405346,0.18787084,3.676421405,7.795477137,72.72758034,0
118.671875,48.90250335,0.272176145,3.245819398,7.087938218,63.97214716,0
112.2734375,40.97535747,0.701061901,2.158026756,9.309173144,93.88630653,0
94.1484375,50.0983548,1.607887084,51.93060201,1.192723892,-0.48958735,0
112.9296875,48.48021239,0.13822305,38.2132107,1.682580822,0.871639467,0
126.046875,54.26063539,-0.445793182,2.033444816,10.54702698,146.0688071,0
135.7421875,50.9273757,-0.461240093,2.120401338,10.44389712,125.0277539,0
35.0703125,39.30672326,21.06357501,27.60535117,2.014948043,2.496918796,1
119.015625,55.80308352,-0.345337628,61.0493311,0.975659796,-0.624164717,0
135.1640625,51.07879595,-0.057502208,2.337792642,8.904323583,90.92949992,0
138.8671875,52.91508101,-0.439758435,2.607023411,9.16046532,89.55772872,0
102.359375,50.89415094,-0.093695206,3.164715719,7.301102731,65.33883208,0
127.40625,51.57207298,-0.328479672,3.201505017,8.373061214,77.96191952,0
118.6796875,53.71829495,-0.189785237,3.913043478,6.997533721,49.40913624,0
120.1015625,51.0973091,-0.115295817,4.304347826,6.077343048,40.33442668,0
112.7109375,46.26100415,-0.214618102,1.775919732,10.7094265,140.0602546,0
130.3125,45.25427293,-0.005775005,3.549331104,7.605380971,64.46041288,0
110.1171875,46.97532948,0.325996711,36.8319398,1.574852844,0.879544242,1
111.5234375,50.84135325,-0.208756383,5.876254181,6.281439558,41.04684912,0
143.8203125,55.18880004,-0.418167446,3.986622074,6.592961047,52.14048493,0
91.734375,35.36340012,2.779660778,2.679765886,8.704686005,91.08918916,0
